time,pna,ea,wa,wp,eu,soi,esoi,nino12,nino34,nino4
93728.5,19.150146,-88.87488,-216.79395,-293.77197,-44.542725,416.96875,237.1875,22.553907,24.249918,25.151886
93759.0,14.63916,-81.20801,-270.12085,-246.35327,-19.882446,379.82812,283.71875,22.9462,24.892735,25.657309
93789.5,5.3463135,-59.38391,-203.10205,-122.26807,34.528687,171.09375,282.20312,24.18028,25.410154,25.862867
93820.5,-16.957031,-63.158325,-309.67505,-188.27783,40.36841,235.99219,170.71875,25.895548,25.605392,25.868486
93850.0,54.89673,-67.48328,-289.7041,-287.41138,18.399658,181.27344,84.91406,26.517244,25.887547,26.143442
93879.5,28.368652,-110.38147,-327.90283,-195.44897,7.517212,122.10156,112.671875,26.853327,26.154995,26.536016
93910.0,36.249634,-116.279785,-265.6963,-269.74756,16.33899,284.08594,-13.9140625,26.797941,27.320574,27.53862
93940.5,34.51172,-95.51233,-195.27173,-200.37695,-20.058716,281.15625,219.02344,24.172445,27.812199,28.163145
93971.0,1.6309814,-155.74402,-181.90039,-184.07837,-69.797,339.41406,259.89062,22.605824,27.340908,27.881727
94001.5,-48.3927,-73.38196,-177.79468,-169.89746,-81.45972,264.96094,183.48438,22.458603,26.39005,27.08807
94032.5,-32.142334,-57.615112,-149.53564,-184.73462,-25.540283,455.4297,180.96094,22.43885,25.76696,26.43696
94063.0,9.977905,-138.82007,-235.2251,-211.80762,-9.49646,435.02344,71.5625,22.648708,25.740921,26.634758
94093.5,-4.727539,-150.19116,-142.30371,-299.27515,-15.132568,475.64844,87.24219,23.910658,26.367714,27.057554
94124.0,-7.1776123,-76.4845,-153.07397,-255.06616,69.88037,374.48438,93.82031,24.3172,26.506424,27.098854
94154.5,71.97986,-160.43042,-212.76929,-217.70312,-8.510376,267.4453,117.21094,25.3805,26.737965,27.157719
94185.5,76.97119,-173.41028,-252.18872,-185.7583,24.996826,320.1875,98.52344,26.448378,26.966923,27.244246
94215.0,58.49646,-42.962646,-231.81543,-261.30444,31.058594,100.546875,-29.242188,27.022345,27.160732,27.420643
94244.5,83.16174,-111.08765,-286.05762,-214.62354,46.569946,161.00781,-2.3203125,27.33561,27.109158,27.602676
94275.0,-28.092041,-79.974365,-193.12817,-247.54663,25.302246,174.32031,-22.773438,27.346867,27.388319,27.81693
94305.5,20.844116,-122.121704,-119.105225,-160.00415,-30.398071,254.94531,138.21875,24.844376,28.194006,28.604988
94336.0,25.343262,-101.874146,-184.47827,-157.28174,-25.043335,285.3672,218.79688,22.107567,27.615835,28.284155
94366.5,-36.047607,-56.704834,-172.08228,-138.53857,1.2520752,416.1875,264.35156,21.621227,26.397898,27.28052
94397.5,-39.5531,-89.75049,-191.1521,-176.45581,-39.708252,387.98438,195.64844,21.827143,25.722296,26.726604
94428.0,-37.376465,-109.33923,-160.05591,-184.11523,-86.255615,351.10156,132.88281,23.131838,25.580814,26.473055
94458.5,-11.790161,-223.03003,-300.00854,-258.31494,-93.37756,397.0703,52.460938,22.937603,25.2864,26.129078
94489.0,-37.999878,-187.75684,-285.32202,-266.34912,-10.307739,377.0703,246.46094,24.025541,26.014359,26.610725
94519.5,64.27991,-132.87268,-291.23242,-348.57275,-70.36035,159.80469,44.898438,25.468006,26.429247,26.851059
94550.5,16.89746,-97.880615,-297.96704,-198.70044,70.21277,157.48438,122.234375,26.873993,26.522457,26.740404
94580.0,73.31848,-114.75952,-342.07764,-248.93799,-13.842285,208.26562,36.320312,26.523329,26.713406,27.041277
94609.5,-5.765259,-83.844604,-320.53882,-196.49585,-19.779663,355.85156,201.32031,27.504501,26.568838,27.12879
94640.0,56.58777,-100.382935,-203.71387,-173.74097,-8.806763,202.80469,52.5625,26.535046,26.825605,27.203577
94670.5,14.836426,-142.02759,-220.14429,-219.68628,-35.528442,337.67188,229.66406,23.203163,27.492428,28.028942
94701.0,7.9085693,-110.53699,-208.74927,-206.32837,-51.66162,300.0703,281.8828,21.570219,27.119125,27.945837
94731.5,-20.257568,-76.59375,-185.73633,-145.39526,-46.12317,303.4922,208.72656,21.949453,26.354061,27.424866
94762.5,-43.26184,-136.83093,-185.98633,-168.83984,-68.93469,398.51562,266.98438,21.525494,25.731985,26.799921
94793.0,52.15515,-180.88501,-175.15723,-188.66968,-56.933716,456.76562,128.07812,21.076326,25.735466,26.68499
94823.5,29.487183,-106.72888,-189.18555,-286.32544,-74.415405,458.21094,27.945312,21.776754,25.952517,26.861359
94854.0,-47.075073,-69.95276,-271.86035,-265.83057,-34.19763,337.84375,96.90625,23.226719,26.2595,27.244156
94884.5,-38.45691,-202.32458,-293.02148,-352.96777,-58.54126,276.70312,-0.3125,24.136528,26.790854,27.673117
94915.5,39.170044,-86.94458,-312.6853,-303.49194,-25.673096,86.33594,177.375,26.514874,26.891663,27.473995
94945.0,71.76257,-53.503906,-242.31177,-191.79639,47.27307,150.57812,58.328125,27.154785,26.620783,27.000435
94974.5,46.015625,-50.249146,-166.54956,-259.01562,33.80896,294.1172,-45.484375,27.48891,26.728247,27.070356
95005.0,24.928223,-104.69104,-156.48828,-241.1648,11.008667,305.1328,101.5625,27.295197,27.367085,27.729263
95035.5,20.36499,-133.78027,-228.79272,-241.76099,-8.230713,364.14062,187.0,23.801048,27.595467,28.200998
95066.0,31.349854,-97.64282,-165.50464,-217.70923,-12.166138,322.64062,305.04688,22.17867,26.63554,27.549618
95096.5,-24.4646,-75.63196,-142.93066,-136.58984,7.0511475,380.625,357.35938,21.156864,25.661156,26.813469
95127.5,-17.43811,-105.10852,-176.81079,-212.64941,-63.651245,413.35938,429.71094,20.010406,24.638382,25.674063
95158.0,-17.010986,-73.33606,-214.09619,-212.27808,-40.865723,448.14844,304.2578,20.980602,24.012852,24.790073
95188.5,-33.457764,-90.85193,-152.82935,-307.364,-37.227905,342.17188,223.03906,21.587103,23.422976,24.359615
95219.0,21.867798,-70.37402,-195.54712,-322.51147,34.529053,348.20312,312.41406,22.935581,23.446287,24.466372
95249.5,8.100952,-177.54822,-313.13428,-256.23486,-20.526245,377.48438,290.75,23.165586,23.843735,24.393667
95280.5,-6.6921387,-57.220337,-196.15503,-224.93652,49.115967,177.96875,432.0078,25.138958,24.12225,24.431276
95310.0,-101.42163,-35.772217,-269.70508,-323.9663,-71.56824,1.96875,340.8672,25.591537,24.060272,24.595928
95339.5,-72.92444,-13.786255,-242.34766,-184.42432,55.08484,209.53125,293.75,26.504045,23.98003,24.809694
95370.0,-20.208008,-108.9989,-189.62451,-208.79126,-39.67798,121.109375,192.69531,26.179506,25.065813,25.412704
95400.5,3.5256348,-118.42505,-173.57251,-238.46777,-27.16809,217.71875,408.1797,22.03775,25.736126,26.091944
95431.0,4.486206,-120.53833,-162.54883,-165.21875,0.5718994,277.66406,371.1875,20.980488,25.691963,26.212675
95461.5,-29.653198,-136.38171,-163.48608,-115.82568,-48.335815,392.83594,376.9922,21.423264,25.33226,26.021341
95492.5,-43.485474,-52.750122,-144.22119,-173.61938,-24.721436,356.32812,387.47656,21.5314,24.791712,25.648096
95523.0,-27.48462,-142.50513,-165.09009,-229.11719,-43.46643,411.2578,300.73438,20.933994,24.56161,25.441757
95553.5,-36.66089,-86.75061,-219.5481,-306.5337,-49.54187,365.65625,289.53906,21.29176,24.33567,25.320112
95584.0,-17.787476,-156.65967,-271.81177,-366.90576,-42.647705,336.3203,342.23438,22.61927,24.326756,25.1085
95614.5,-27.22522,-98.95972,-365.16846,-279.771,28.263428,367.97656,420.0,23.374905,24.426239,24.930141
95645.5,-33.664307,-75.86621,-331.12207,-204.72925,-9.934204,30.960938,326.5703,25.405758,24.530466,24.880894
95675.0,-89.15576,-103.31384,-248.30298,-193.7666,5.9730225,-89.9375,119.640625,25.871695,25.030848,25.27564
95704.5,7.8413086,-109.81604,-296.78052,-151.4519,44.4281,20.179688,160.39844,26.606066,25.594357,25.945995
95735.0,-43.025146,-57.47876,-198.86426,-237.80542,-6.548828,108.53125,130.61719,26.025965,26.728804,27.017138
95765.5,41.498535,-123.16211,-210.10742,-180.68213,6.999756,222.46094,200.64844,23.645622,26.79074,27.060013
95796.0,0.5036621,-77.64758,-214.32666,-224.13159,-46.15735,368.39062,353.07812,22.654432,26.614725,27.044033
95826.5,-26.173218,-92.9209,-182.49658,-143.74463,-19.479004,424.8828,380.14062,22.530727,25.909317,26.64833
95857.5,3.4511719,-130.95398,-191.92798,-149.73975,-7.993408,423.39062,281.1328,21.97943,25.276644,25.994352
95888.0,-44.51819,-146.31323,-181.95557,-216.30542,-98.31592,432.3125,251.875,21.22698,24.75557,25.482956
95918.5,-41.321655,-113.85852,-185.4685,-225.43872,-24.199707,456.8203,259.3672,21.6134,24.752089,25.654057
95949.0,-71.647705,-182.20789,-227.5332,-276.4973,5.7961426,319.83594,262.83594,22.442732,24.917912,25.64478
95979.5,-20.681519,-68.657715,-303.57202,-309.40234,-39.80957,277.2422,322.0,23.740831,25.065033,25.648474
96010.5,-99.770996,-153.66211,-375.89185,-305.68774,-0.3914795,127.0625,52.179688,25.49757,25.409904,25.78968
96040.0,50.80066,-28.236694,-169.19629,-215.95752,48.914673,306.0078,235.97656,25.21689,25.70629,26.095629
96069.5,78.70422,-94.194336,-177.66113,-167.12646,8.207642,236.85938,131.0,26.733229,26.095434,26.399012
96100.0,-18.19458,-82.09412,-242.33667,-232.83862,5.185913,345.85938,166.98438,26.867744,26.627865,26.98326
96130.5,16.663452,-65.79224,-188.96997,-217.39014,1.7680664,285.96094,223.27344,23.65819,26.807325,27.36001
96161.0,-23.196167,-78.909546,-157.39282,-195.05908,8.523193,246.4375,400.73438,20.901302,26.55532,27.185524
96191.5,-27.061768,-119.372314,-163.99487,-123.65527,-39.414062,344.1875,384.125,20.686764,25.321331,26.311615
96222.5,-23.69519,-89.02429,-188.41846,-196.2107,-20.64856,415.4297,443.8828,20.62141,24.140993,25.464603
96253.0,-9.562988,-71.716064,-202.35864,-267.7937,-19.772705,368.4297,286.79688,21.44941,23.85546,24.923058
96283.5,-13.400513,-148.9342,-271.10693,-286.1443,8.729492,386.71875,209.32812,22.097256,23.674444,24.476532
96314.0,37.218872,-122.97583,-258.0271,-288.97754,0.3227539,398.8203,303.6875,22.572407,23.946339,24.539433
96344.5,10.055054,-44.441772,-328.48535,-185.87817,-24.427002,232.42188,341.23438,22.953085,24.450672,24.787521
96375.5,33.202026,-64.213135,-256.28296,-249.83643,12.851196,213.89062,175.82812,25.67415,24.83571,25.029623
96405.0,-50.089478,-4.6433105,-256.8435,-258.79785,32.834106,271.07812,213.86719,26.431387,25.579363,25.608421
96434.5,-26.652222,-111.32117,-308.05518,-240.98608,-17.491577,78.72656,60.625,26.72214,26.322105,26.625738
96465.0,43.682373,-148.41785,-246.79663,-269.3501,-78.65405,416.01562,178.57812,26.920038,26.794971,26.885859
96495.5,33.088745,-127.67041,-196.05884,-200.61694,-34.84607,182.97656,165.63281,23.385405,27.035507,27.44072
96526.0,17.359985,-139.23389,-199.48193,-156.21924,-34.89734,320.2578,204.92969,21.649326,26.880796,27.556498
96556.5,-24.821533,-118.17346,-201.72461,-156.94043,-77.79028,318.34375,206.90625,22.45965,26.448181,27.279623
96587.5,-47.56714,-54.184082,-209.37915,-164.36523,-27.407349,377.9375,166.96875,22.1558,26.065462,26.781425
96618.0,16.529907,-113.2074,-208.74658,-253.02588,-48.591675,416.33594,80.34375,22.088398,25.74508,26.64887
96648.5,21.959717,-113.826416,-245.41724,-319.40405,-12.4470215,462.6953,126.03125,22.309101,26.07631,26.914307
96679.0,-29.257568,-158.35486,-284.10107,-237.99976,30.602173,429.3125,157.875,23.760876,26.08177,26.525654
96709.5,7.967041,-123.15808,-333.87256,-246.42847,-20.483765,368.04688,148.78906,25.119116,26.187792,26.770042
96740.5,34.62744,-41.470947,-336.47803,-251.93896,2.7435303,206.21094,82.50781,26.24853,26.284391,26.54557
96770.0,-40.903564,-50.178345,-220.6836,-215.01831,2.609375,-86.92969,-144.78125,26.757225,26.350216,26.712692
96799.5,51.208252,-57.975464,-275.48877,-286.42603,18.89746,267.6797,123.50781,27.091331,26.768852,27.346432
96830.0,8.364746,-42.97693,-221.83447,-230.48389,81.05237,316.46875,26.445312,26.215384,27.421053,27.693668
96860.5,39.729614,-144.9375,-135.49268,-183.66748,21.159058,385.0703,217.0,22.844704,27.365728,27.897675
96891.0,3.29187,-135.81726,-138.86646,-124.83618,-56.472168,374.65625,327.53125,21.328257,26.617191,27.44642
96921.5,-34.135864,-116.48352,-144.6499,-158.60132,-48.889893,350.71094,341.33594,21.500303,25.50764,26.597252
96952.5,-9.394409,-120.64075,-175.96606,-147.74463,-31.67871,532.71875,405.9453,21.267027,24.615738,25.710617
96983.0,3.35083,-178.62122,-217.31006,-223.82349,0.9067383,477.8047,293.3125,20.868677,24.115679,25.184757
97013.5,5.409668,-112.10449,-244.05054,-304.7312,-110.73364,485.92188,313.375,21.544298,24.108046,25.042871
97044.0,-32.470093,-122.41577,-268.41406,-297.5891,-45.4812,470.29688,313.65625,22.494347,24.366188,25.128996
97074.5,-51.045044,-156.08679,-316.5066,-362.3894,-8.246826,326.66406,356.02344,23.01017,24.24148,24.887852
97105.5,59.158813,-65.76941,-267.1919,-228.73486,38.099,148.42969,166.22656,25.297617,24.448933,24.62605
97135.0,61.358032,-37.604614,-257.4392,-211.53027,0.5300293,272.83594,258.21094,26.33687,25.229069,25.29216
97164.5,50.38611,-153.64746,-253.76465,-178.92773,-2.7263184,262.46875,147.60938,26.95015,26.009937,26.118742
97195.0,-25.807251,-97.645996,-203.86572,-201.59985,15.512695,409.39844,134.71094,26.298372,26.413614,26.56825
97225.5,52.418335,-106.39319,-127.15283,-173.23975,-23.88086,229.17188,245.63281,23.42384,26.77405,27.112162
97256.0,32.002563,-102.85803,-180.53589,-177.96631,-12.837524,314.16406,363.375,22.541819,26.526234,26.95728
97286.5,-16.986328,-127.416016,-181.6206,-165.00073,-72.58057,438.59375,312.0,22.237486,25.6451,26.292742
97317.5,-25.360352,-114.89917,-153.28491,-176.5564,-64.13611,373.73438,203.60156,22.273592,24.849195,25.851538
97348.0,-17.541138,-149.48193,-156.54907,-214.6914,-42.920166,478.21094,217.58594,22.353882,24.841515,25.809923
97378.5,4.56604,-133.43347,-265.26,-237.27417,-2.9919434,488.0,241.24219,21.68685,25.139708,26.032728
97409.0,4.4727783,-191.995,-269.15845,-321.00366,-74.82532,344.28906,269.72656,21.975986,24.953657,25.691961
97439.5,-13.66333,-171.9613,-359.34375,-306.3147,-102.64368,292.2422,249.57812,23.325447,24.866966,25.413706
97470.5,79.47119,-64.28076,-347.60913,-262.52368,43.20569,252.0,291.0078,24.94934,25.145666,25.457436
97500.0,0.7918701,-12.125977,-221.32495,-294.50708,35.656372,203.33594,263.3125,24.821562,25.116085,25.6228
97529.5,-27.48767,-143.84961,-153.47656,-135.44922,-6.4578857,250.44531,272.42188,26.006483,25.206821,25.869106
97560.0,11.975586,-61.432495,-199.34937,-200.80957,0.8590088,268.8047,252.42188,26.52171,25.544575,26.129896
97590.5,2.8266602,-79.870605,-227.0083,-235.80493,26.31604,167.14844,322.27344,22.900814,25.971998,26.5112
97621.0,3.821045,-96.71741,-188.50879,-172.45142,-19.647583,310.39062,443.92188,19.92945,25.848124,26.344362
97651.5,-32.135498,-93.12488,-146.14795,-165.63135,-70.03198,406.39062,447.92188,20.190413,25.121954,25.969145
97682.5,-33.1886,-55.082886,-183.33472,-209.08179,-66.516235,550.0703,475.6953,19.973633,24.132833,25.347208
97713.0,-12.885864,-105.892944,-199.19116,-220.2981,-67.80298,435.6953,354.6172,20.788792,23.787277,24.845497
97743.5,-6.4890137,-27.724121,-181.36621,-298.78442,8.009399,354.21875,256.14844,21.481276,23.737123,24.643417
97774.0,-42.848633,-101.70996,-240.72314,-340.48804,-42.544067,280.08594,251.60156,22.80224,23.88631,24.620226
97804.5,-35.830566,-117.9353,-274.23096,-178.69849,-53.73755,358.76562,203.625,23.345915,24.328068,24.89534
97835.5,-91.61487,-103.367065,-249.39844,-176.58276,10.060913,240.51562,176.00781,25.296207,24.92694,25.302628
97865.0,9.608154,-80.7865,-298.62573,-215.31836,-59.19763,-53.28125,67.71875,26.251448,25.824013,25.794846
97894.5,43.885254,-70.56702,-241.21997,-189.05835,-15.151123,285.9453,136.90625,27.312366,26.50561,26.555841
97925.0,15.262939,-101.33276,-123.816895,-169.60083,-10.415405,261.0547,46.109375,27.055851,27.080923,27.04261
97955.5,33.73169,-158.95007,-185.31299,-211.5459,-7.128662,366.60938,150.54688,25.527391,27.270012,27.538654
97986.0,29.596313,-121.62024,-190.08447,-181.62329,-50.002686,300.57812,241.23438,23.5404,26.782682,27.342962
98016.5,-36.71875,-139.80957,-161.17505,-143.97461,-42.75757,365.9922,263.35938,22.5205,25.795012,26.717445
98047.5,-46.474,-72.43213,-177.1936,-177.51172,-37.261475,357.96094,339.2578,21.395008,25.0462,26.054384
98078.0,-67.81067,-146.5011,-154.85059,-199.87573,-36.807007,521.2578,334.28125,22.090328,24.669521,25.508238
98108.5,-29.41565,-143.44287,-168.77368,-281.75977,13.622437,428.5078,170.625,22.143879,24.447538,25.09541
98139.0,66.61743,-165.8064,-232.85034,-340.66602,-76.99243,383.60156,393.8828,22.36802,24.28614,25.180395
98169.5,21.078613,-144.84839,-279.27612,-182.48828,17.595093,373.58594,339.53125,23.546083,24.664865,25.34919
98200.5,44.713867,-43.163452,-337.84668,-272.66553,-58.104126,205.10938,288.2578,26.025898,24.828417,25.065657
98230.0,-33.64685,-75.42505,-234.59814,-121.284424,24.067505,22.53125,190.625,26.379711,25.179329,25.354815
98259.5,-40.283203,-18.97754,-260.17456,-315.84082,30.310547,13.1328125,137.82031,26.443157,25.540253,25.915787
98290.0,-16.945435,-97.74768,-235.35767,-264.03613,-13.7717285,264.3672,215.41406,26.074965,26.294413,26.68079
98320.5,23.442017,-97.62891,-198.72021,-166.19531,-78.33618,414.6953,243.57031,22.654366,26.663967,26.997383
98351.0,5.628174,-155.13306,-157.53345,-185.57959,-58.65979,373.14062,284.21875,21.831028,26.566313,27.13374
98381.5,-24.043457,-109.33594,-166.1936,-149.53442,-43.854126,281.16406,226.71875,21.96112,26.231108,27.168144
98412.5,-55.76111,-68.09302,-150.04028,-157.7998,-75.986206,371.1875,284.4453,21.233883,25.633625,26.619972
98443.0,-1.9805908,-140.06079,-200.84277,-240.6394,-48.278076,346.02344,48.320312,22.18898,25.518269,26.283371
98473.5,8.162842,-155.08826,-297.88306,-289.54175,-40.116943,456.39062,122.17969,22.586946,25.617287,26.623692
98504.0,8.224976,-209.58325,-291.62427,-275.64062,-52.592407,441.96094,264.54688,24.163301,25.84633,26.65512
98534.5,19.336426,-94.4314,-320.99634,-202.02856,16.227417,263.71094,174.49219,25.029936,25.913189,26.438046
98565.5,80.55188,-49.902466,-230.75024,-213.04077,79.85547,322.46875,219.25,25.697845,25.761877,25.989346
98595.0,15.158203,-69.243164,-267.313,-194.76318,29.187622,47.632812,115.78125,26.027828,25.975302,26.191168
98624.5,20.993042,-134.17322,-292.12646,-235.24292,32.296875,177.3125,170.6875,26.784796,26.09192,26.51496
98655.0,57.625122,-139.51233,-173.69165,-192.57446,-9.885498,291.71875,180.21094,26.750761,26.683681,26.991535
98685.5,27.542603,-139.4159,-186.71704,-163.44727,-41.23059,312.15625,220.67188,23.949486,26.908733,27.380463
98716.0,-18.475952,-114.08838,-156.25049,-127.28491,0.33288574,425.10938,301.72656,21.12602,26.34891,27.03006
98746.5,-17.609497,-102.74487,-179.58691,-159.22437,-37.732666,381.1328,424.6797,20.821247,25.557291,26.500082
98777.5,-41.476562,-120.51648,-137.83057,-185.37744,-64.69885,452.71875,401.22656,20.838758,24.331375,25.44337
98808.0,-32.648926,-36.51538,-183.03247,-225.39868,-11.049194,462.40625,348.46875,20.757275,23.704178,24.909632
98838.5,25.049683,-121.813965,-258.42896,-297.99878,-3.15979,454.77344,193.4375,21.270908,23.909067,24.908844
98869.0,10.491455,-131.59888,-314.3684,-290.57715,-105.87329,330.21875,418.78125,22.727983,24.077208,25.025991
98899.5,-0.022949219,-56.934326,-265.00806,-252.9834,11.611206,225.5625,308.83594,23.16684,24.331078,25.213005
98930.5,-10.804199,-96.24768,-279.07422,-158.34985,-10.159424,266.3125,314.40625,24.830824,24.282015,24.82076
98960.0,-42.593506,-101.68384,-264.4829,-236.92993,10.187012,135.57031,202.98438,25.631632,24.09628,24.75649
98989.5,-40.970825,-135.75537,-322.13867,-246.32178,-15.342163,256.1953,210.0625,26.688189,24.52351,25.046778
99020.0,42.09961,-140.87732,-286.03882,-219.92847,-20.6958,247.875,221.89062,25.512213,25.704988,25.848341
99050.5,5.9262695,-81.8291,-198.44287,-190.00122,-67.688354,317.3828,335.03125,22.248781,25.942139,26.375143
99081.0,7.3394775,-135.55298,-218.45996,-157.73193,-55.28955,227.36719,348.96875,22.29437,25.773783,26.297071
99111.5,-41.350464,-61.014282,-167.44263,-136.03345,-44.11731,337.29688,356.21875,22.325909,25.45456,26.099524
99142.5,-33.840942,-141.42896,-185.48999,-209.29126,-36.902832,436.125,281.77344,21.701189,25.031593,25.74017
99173.0,-27.708984,-147.32068,-163.74927,-189.35059,-83.27405,451.5703,317.9453,20.909569,25.13294,25.887619
99203.5,-51.35901,-126.203125,-201.74683,-235.12451,-82.286865,412.3828,229.71875,21.839497,25.100061,25.862087
99234.0,-30.679443,-189.2865,-269.78784,-259.00415,-104.2887,301.45312,290.70312,22.522787,25.014954,25.844036
99264.5,-45.392334,-121.75989,-226.76392,-260.25903,-69.6073,281.8672,246.17969,23.206211,25.170092,25.760653
99295.5,0.11376953,-70.36096,-275.5725,-204.73169,43.845947,307.90625,207.99219,25.00801,25.58651,25.965248
99325.0,-1.6109619,-100.83081,-250.11963,-124.41138,-29.13733,130.33594,149.92188,26.073717,26.25176,26.399216
99354.5,11.222778,-84.323,-303.51172,-215.00757,-7.651123,105.3125,57.367188,27.335117,26.726957,27.001143
99385.0,-31.702637,-174.18994,-213.06763,-253.05591,-56.28247,175.32812,52.8125,26.70635,27.42725,27.697079
99415.5,58.89868,-106.47107,-234.03345,-184.78418,18.591309,259.89844,94.75781,24.166176,27.545092,27.851799
99446.0,32.968994,-80.81494,-213.70752,-144.36816,-41.117188,356.25,203.0,22.737537,27.326641,27.76459
99476.5,-9.386719,-84.90393,-180.82031,-170.71509,-44.81018,345.90625,93.77344,22.883812,27.135468,27.746977
99507.5,-36.121216,-77.02197,-177.89575,-136.61694,-56.091675,392.0547,227.49219,22.35413,26.58484,27.237865
99538.0,-25.120483,-137.59558,-195.5503,-242.4856,-102.70825,414.8672,-20.84375,23.389982,26.01053,26.845774
99568.5,-10.266357,-32.389526,-215.9834,-253.49976,-58.066162,434.42188,135.21094,23.167376,26.308657,27.373184
99599.0,-15.490967,-110.64978,-223.72192,-293.0398,16.123047,383.17188,187.21875,24.407814,26.520702,27.200666
99629.5,-1.9976807,-134.27625,-289.93237,-299.88257,14.818115,265.3828,114.99219,25.833233,26.46622,26.766022
99660.5,-6.5700684,-59.72583,-261.62207,-249.21997,81.33081,114.35156,44.351562,26.914028,26.268888,26.74404
99690.0,92.4939,-60.6416,-227.35986,-260.6787,11.694214,178.125,86.50781,27.274494,26.266586,26.604132
99719.5,67.804565,-62.382324,-186.7439,-250.97461,26.887695,301.6172,13.3671875,27.62167,26.86538,26.63993
99750.0,-8.9646,-166.70374,-199.44409,-253.2185,-29.428467,247.53125,67.19531,27.269152,27.254005,27.551489
99780.5,65.2937,-138.7179,-156.05444,-164.87866,-31.709106,401.4453,224.07812,24.897644,26.930777,27.550188
99811.0,21.556274,-89.920044,-179.13867,-192.98291,-100.99536,491.17188,412.1875,22.29055,26.3238,27.16756
99841.5,-3.116455,-93.29968,-123.34668,-142.90527,-68.53699,368.5078,405.53906,21.473543,25.143105,26.32278
99872.5,-33.59961,-101.30603,-166.22363,-160.1499,-9.053833,451.71094,436.47656,21.021982,23.689627,24.703915
99903.0,-5.8477783,-120.38306,-179.3667,-191.53467,-47.979736,484.20312,323.17188,21.531033,23.060041,23.71024
99933.5,22.741943,-80.664185,-207.76343,-277.68408,-59.937866,405.8047,283.48438,21.530783,23.017624,23.85744
99964.0,-45.956543,-152.15259,-207.05127,-326.56714,54.042236,394.35156,441.77344,22.395308,23.001307,23.37458
99994.5,51.76111,-66.4082,-253.04565,-268.86157,35.498413,315.96875,357.07812,23.639174,23.33687,23.748404
100025.5,33.69336,-133.42639,-303.16382,-267.9436,-45.85266,185.46875,471.78125,25.03825,23.739727,23.880047
100055.0,-3.178711,-133.81873,-328.87622,-289.31763,-18.451538,242.20312,349.35156,25.629812,24.39827,24.616192
100084.5,-0.11303711,-90.1499,-272.333,-229.72852,27.717041,212.17188,314.95312,26.216402,24.247063,24.762669
100115.0,3.2388916,-139.31445,-227.50732,-278.7395,-59.37903,237.78906,218.5625,26.10748,25.516806,25.659307
100145.5,16.517456,-149.20935,-184.01953,-217.36084,3.0686035,246.76562,299.67188,23.323673,25.743883,26.124207
100176.0,10.473389,-120.92749,-174.73975,-201.65332,-48.284424,305.3672,428.1328,22.048126,25.60641,26.074665
100206.5,-18.036865,-117.11536,-171.88892,-146.06836,-36.078247,423.66406,395.09375,21.452997,25.240719,25.948462
100237.5,-36.446533,-82.70923,-213.47241,-168.50146,-5.779297,455.5703,531.6172,20.315235,24.455051,25.332117
100268.0,-7.517212,-111.44446,-173.91724,-208.06567,-52.009644,337.6953,410.46094,20.60005,23.449032,24.44388
100298.5,23.557861,-100.50842,-211.62231,-323.92773,22.471558,416.3672,454.7578,21.02514,23.622225,24.635763
100329.0,50.37976,-29.114868,-176.82764,-323.76392,55.46167,266.26562,391.15625,22.220268,23.592005,24.34549
100359.5,35.313354,-81.37903,-284.03418,-261.09766,-22.4021,140.29688,335.5547,23.36193,23.680485,24.362446
100390.5,-45.75122,-116.84119,-231.71118,-137.36572,33.00476,378.5547,492.1172,25.680809,24.124292,24.42469
100420.0,-16.140991,-60.57605,-305.25317,-131.59741,-2.8599854,29.835938,287.22656,25.778807,24.310955,24.741392
100449.5,20.930298,-98.53699,-210.75732,-185.09521,31.074463,140.82812,251.66406,26.88926,24.80526,25.175125
100480.0,23.08496,-147.45203,-230.33838,-273.32422,-8.485962,202.82031,160.57031,26.282755,25.785711,26.18901
100510.5,26.76941,-122.82849,-211.31006,-214.58594,-66.524536,288.15625,360.91406,23.681293,26.24031,26.689653
100541.0,-15.368042,-67.63342,-202.96997,-111.128174,-29.032715,248.6875,365.0,22.593002,26.125517,26.574099
100571.5,-41.575195,-50.004883,-202.46875,-108.36621,-66.12073,384.1797,391.2578,21.858498,25.827879,26.377491
100602.5,-44.18799,-120.6532,-158.27832,-125.30908,-46.20642,463.98438,401.60938,21.368576,24.991102,25.716694
100633.0,16.683105,-128.70203,-217.64746,-231.073,15.099243,357.84375,248.70312,20.918373,24.53094,25.331615
100663.5,-10.49292,-162.37341,-189.33374,-307.27222,-71.22693,338.8125,231.53906,21.397758,24.74087,25.635632
100694.0,-0.27722168,-30.317139,-239.60132,-309.57202,27.59729,304.375,254.90625,22.158375,24.920937,25.538746
100724.5,85.03406,-135.04932,-283.03394,-337.82373,13.661499,95.765625,142.75781,23.424223,25.273216,25.766577
100755.5,38.10559,-199.34473,-332.47632,-279.74,-42.06787,93.42969,157.71875,25.57784,25.66768,25.989594
100785.0,80.93713,-145.82263,-225.6189,-170.46387,4.4210205,-59.78125,86.78906,27.157633,26.085657,26.329721
100814.5,9.772095,-29.633057,-246.71729,-278.05615,36.627686,262.96094,17.125,27.623257,26.678965,26.888313
100845.0,-50.322388,-90.39624,-151.82251,-235.48413,-3.6348877,184.71875,21.414062,26.798347,27.249863,27.453423
